ORIGEN_ESTACION,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,515
32,5,17,16,20,0,9,3,0,1,22,0,5,5,2,13,0,4,3,0,0,4,9,7,0,31,6,2,2,4,1,56,8,54,4,6,1,4,26,0,7,1,2,11,4,8,5,0,0,1,0,11,1,13,0,4,1,1,19,12,5,29,3,1,4,0,6,2,1,6,6,0,2,7,14,4,1,15,1,19,1,6,2,2,3,1,3,0,4,2,0,3,0,5,3,0,0,1,0,0,1,0,0,0,0,1,2,1,103,5,0,2,1,3,8,0,1,2,0,1,1,1,1,8,0,0,1,11,30,16,0,2,7,0,27,0,0,0,10,0,1,1,0,4,2,5,2,24,8,5,5,2,0,2,0,0,0,0,1,2,8,49,1,1,2,3,0,2,1,7,7,6,2,1,0,0,0,2,0,2,0,0,0,0,0,3,1,1,4,0,1,2,2,0,0,0,0
33,36,23,4,4,15,5,0,0,67,2,0,31,38,33,11,22,30,20,7,7,22,27,13,42,9,33,16,7,61,10,5,82,8,8,4,6,59,4,10,3,41,14,29,4,0,1,5,15,8,4,2,25,7,18,3,10,45,12,10,20,7,10,11,30,0,21,12,11,7,4,5,8,35,41,19,2,1,0,4,15,22,35,85,6,4,26,27,49,17,3,17,4,4,36,0,0,4,5,1,5,4,1,18,6,0,4,13,8,7,8,0,11,44,2,7,44,3,13,8,29,20,20,5,0,2,12,5,31,4,0,23,33,1,2,0,2,4,25,16,19,25,3,5,5,17,9,9,3,6,1,24,2,12,3,0,5,17,12,19,29,1,36,77,9,3,2,16,13,3,3,61,10,1,6,4,2,39,1,33,3,0,7,2,3,15,2,3,34,29,4,1,0,1,0,4,0
34,11,16,5,25,0,5,6,0,5,8,0,17,0,3,12,4,16,19,2,1,15,11,4,5,33,18,4,0,6,0,35,14,61,18,18,2,24,71,1,3,17,1,8,3,16,20,0,1,5,0,15,1,8,1,9,2,0,5,24,12,7,5,0,1,0,16,2,2,5,1,2,0,6,13,2,4,3,0,16,0,9,4,4,1,1,3,0,1,3,1,1,0,4,2,0,0,2,3,1,11,1,0,0,1,0,0,2,22,5,0,0,3,4,7,1,2,4,0,1,0,4,0,3,0,1,1,17,113,23,0,0,19,0,2,0,0,0,7,1,0,1,0,5,2,5,3,20,8,3,1,3,1,2,0,0,0,3,1,2,2,7,8,2,2,2,0,0,4,5,1,11,8,0,0,0,0,0,0,2,0,0,1,1,0,3,1,9,4,1,0,0,0,0,0,0,0
35,18,15,25,42,4,11,0,0,11,13,0,4,1,6,14,0,4,12,1,0,10,10,1,2,87,13,0,1,4,1,16,8,9,44,13,2,8,17,0,5,2,1,5,0,7,35,0,3,5,0,5,0,38,0,7,4,0,33,14,2,6,6,1,0,0,4,0,2,3,2,11,2,2,1,0,3,15,5,5,0,3,1,3,0,1,1,3,3,2,0,0,0,5,0,0,0,0,0,0,4,0,0,1,0,5,0,0,76,4,1,0,0,4,0,0,4,0,2,0,0,5,0,6,0,2,1,5,48,19,1,2,1,0,4,3,0,0,5,0,0,0,0,0,5,1,0,11,9,4,1,0,0,5,0,1,0,5,0,1,5,11,4,2,1,5,0,0,1,1,1,17,0,4,0,1,0,0,1,3,0,0,0,0,0,5,1,2,0,2,0,0,1,0,0,0,0
36,6,12,6,11,0,5,12,0,4,8,0,7,6,0,27,6,12,13,0,0,14,14,18,1,12,12,3,0,0,0,10,5,10,10,69,4,18,11,3,9,3,1,10,12,4,6,0,0,3,3,2,1,7,1,3,0,0,23,15,14,8,6,1,0,0,18,0,2,4,8,4,1,2,13,3,1,3,0,7,0,10,7,1,4,3,5,1,2,2,0,4,0,13,0,0,0,0,0,1,2,1,0,2,0,1,0,0,37,18,1,0,1,0,8,3,3,2,1,0,1,0,0,3,0,0,0,2,24,25,0,0,27,0,5,2,1,1,17,0,1,2,1,0,7,9,5,5,5,2,1,2,2,1,0,0,0,2,2,2,3,13,0,5,1,9,0,3,2,4,11,8,8,2,0,0,2,1,0,2,0,0,0,1,1,1,0,2,3,2,4,1,2,0,0,0,0
37,3,4,2,3,2,2,1,0,1,0,0,4,6,2,3,1,5,2,0,0,6,7,7,1,6,4,0,1,0,0,6,5,10,4,7,20,3,8,1,5,0,0,6,5,7,7,0,0,6,1,0,0,8,0,4,1,0,6,3,8,5,0,0,0,0,3,1,0,4,10,3,0,3,15,2,1,1,0,4,2,10,3,0,1,0,3,1,0,2,0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,7,0,0,2,3,1,0,0,0,1,0,0,0,1,2,0,0,0,0,2,6,0,2,22,0,1,1,0,0,4,1,0,1,0,1,2,4,2,7,4,2,2,1,1,0,0,0,0,0,0,0,4,5,3,0,3,1,0,1,0,5,0,5,17,1,0,5,1,0,0,3,0,0,0,0,0,1,0,1,4,0,0,1,0,0,0,1,0
38,20,21,7,4,7,8,8,0,10,1,0,19,7,9,14,3,17,14,1,3,12,23,18,15,10,31,4,2,12,0,6,57,40,31,15,4,38,7,2,12,14,7,20,8,4,2,0,0,12,4,8,6,9,1,10,3,9,16,3,7,21,18,6,10,0,16,6,2,15,2,1,0,3,12,4,11,0,1,5,6,16,11,10,1,3,2,0,14,3,0,3,0,11,4,0,0,2,0,1,3,1,0,7,0,0,1,1,10,8,2,1,4,16,6,1,3,1,2,5,6,5,2,3,0,0,5,7,55,23,0,10,8,1,1,0,0,0,23,2,1,8,0,6,2,13,7,2,3,0,0,3,0,4,0,1,1,1,2,2,10,1,13,7,5,24,0,5,7,1,2,61,10,1,0,1,1,6,0,4,0,0,0,0,0,5,1,7,7,6,1,0,1,1,0,1,0
40,3,14,11,16,2,5,2,0,4,19,0,7,4,1,15,1,12,10,0,0,12,14,14,1,28,16,3,1,3,0,15,5,54,31,13,2,8,52,1,12,2,0,28,2,14,15,0,2,6,2,15,1,26,1,16,0,2,25,11,4,22,1,1,0,0,10,0,0,8,7,2,1,1,15,4,4,10,1,16,1,8,2,3,1,0,4,0,1,1,0,8,0,13,4,0,0,0,0,0,1,0,0,1,1,1,0,1,64,2,1,0,0,8,2,0,1,0,1,0,3,0,0,3,0,2,2,8,35,19,0,1,23,1,14,0,1,0,5,1,0,1,0,3,8,8,0,21,1,4,3,0,0,4,1,0,0,1,1,4,1,10,1,2,1,4,0,4,3,4,4,4,7,2,0,0,4,1,0,7,0,0,1,0,0,2,0,2,2,2,2,1,0,0,0,1,0
41,1,3,0,2,3,3,0,0,0,1,0,0,2,2,1,6,5,0,2,21,0,1,3,2,0,2,26,5,1,1,0,8,1,0,11,0,1,1,55,0,1,1,3,0,0,0,4,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,1,3,0,0,0,1,0,1,5,1,2,5,2,1,3,14,9,0,3,0,1,16,7,0,0,1,0,14,5,1,0,1,0,0,0,0,1,0,6,25,1,21,0,0,3,0,0,1,0,0,1,0,3,0,5,6,1,0,0,0,3,1,0,0,1,0,0,0,6,0,2,0,11,49,23,4,0,1,1,0,6,0,1,3,0,0,0,2,2,26,1,7,0,1,0,5,0,4,0,3,1,13,3,0,0,3,1,0,0,4,2,0,3,6,3,0,5,3,2,1,2,1,0,0,0,4,0,0,2,2,1,2,2,0
42,12,14,12,6,4,7,6,0,7,7,0,5,5,6,17,4,24,6,3,1,10,44,17,6,9,25,4,6,10,2,5,10,6,4,3,3,12,14,2,35,5,1,13,8,10,13,2,0,4,1,1,3,3,0,4,2,5,12,14,4,4,4,7,1,0,15,0,2,9,4,9,4,1,16,3,2,7,1,9,3,25,13,5,7,4,1,5,1,4,0,6,1,7,5,0,0,2,2,0,0,0,1,2,1,1,5,2,21,17,1,0,3,6,6,3,2,1,1,0,1,0,1,8,1,1,1,5,19,13,2,1,16,2,8,1,0,0,7,0,0,0,0,1,22,12,3,5,4,5,8,2,1,2,0,0,2,2,4,2,7,4,6,4,2,4,0,1,6,9,5,15,2,1,0,0,1,1,0,6,3,2,1,1,0,0,0,2,6,3,4,0,1,0,0,0,0
43,23,17,2,4,10,6,2,0,31,3,0,21,35,20,9,21,26,8,9,1,7,24,6,24,8,27,14,13,46,12,2,51,12,6,3,2,26,3,6,10,80,8,20,2,0,0,1,6,16,12,5,37,1,7,0,11,28,3,0,19,4,15,5,26,0,23,1,13,4,1,5,15,36,52,29,2,2,10,2,10,22,40,33,3,6,8,7,12,13,8,10,2,4,28,0,0,4,6,1,3,5,2,23,0,0,10,7,15,7,7,0,7,14,6,6,14,5,18,5,10,3,8,5,0,0,11,4,24,7,8,23,19,7,2,1,0,1,26,7,7,25,2,11,5,18,6,7,3,2,6,19,4,8,3,2,6,5,17,27,31,5,34,49,11,9,1,16,24,2,3,18,7,4,3,0,1,15,1,17,1,0,6,2,1,6,3,2,8,15,4,0,0,1,1,1,0
44,77,8,0,1,181,7,1,0,45,0,0,18,0,64,0,5,4,1,14,2,8,3,0,13,5,7,1,6,24,4,3,10,1,1,0,1,1,0,0,0,5,241,1,1,0,0,1,16,0,0,0,7,0,15,0,21,39,0,0,1,0,7,33,16,0,0,4,12,0,0,0,2,3,5,0,1,0,1,2,4,2,3,15,1,1,0,30,14,0,0,1,0,4,6,0,0,6,12,3,25,6,0,2,1,1,6,2,1,1,32,0,14,13,1,1,15,0,6,15,14,33,8,2,0,0,2,3,2,0,1,8,2,2,0,0,0,0,3,15,8,5,1,1,0,2,0,3,1,1,0,9,1,55,0,2,7,110,2,1,4,2,7,11,5,5,0,14,6,0,1,4,0,0,21,0,0,6,2,0,0,0,4,0,1,4,2,3,7,6,1,0,0,0,0,2,0
45,15,23,1,6,5,7,4,0,5,0,0,23,8,5,13,7,9,8,0,2,8,20,10,3,2,14,5,3,6,3,11,29,10,2,23,7,18,10,1,16,12,0,44,4,12,5,1,0,7,1,3,5,5,0,1,1,7,16,13,2,9,15,1,6,0,12,0,2,9,3,7,4,12,17,5,0,4,2,9,15,20,34,5,2,7,5,4,2,7,3,5,1,4,9,0,0,1,0,1,3,3,6,3,2,0,0,3,19,10,3,0,10,4,4,1,3,1,3,1,2,3,0,3,1,1,0,11,24,19,0,6,11,1,1,2,0,0,22,5,2,9,0,2,3,14,3,9,0,3,1,15,1,0,1,1,7,0,11,5,9,7,4,4,1,11,0,5,11,2,3,12,4,3,0,0,1,3,0,9,2,0,5,1,0,5,0,4,6,6,1,1,0,0,0,1,0
46,4,4,13,8,3,18,5,0,1,13,0,0,9,1,56,6,48,6,0,3,5,10,6,2,10,7,7,2,3,2,7,8,4,3,4,3,6,7,2,11,4,0,5,193,16,5,0,0,0,0,1,1,2,1,5,0,5,1,7,5,2,2,1,1,0,10,0,0,8,37,29,1,10,18,6,0,15,5,23,3,7,6,2,7,2,7,1,3,12,0,10,0,10,4,0,0,3,0,2,1,1,0,9,6,2,2,0,16,8,1,0,14,1,22,9,2,4,0,0,0,1,0,16,0,4,0,3,5,7,0,0,12,0,7,5,2,2,13,1,1,1,0,5,18,17,6,31,14,11,6,0,2,0,6,1,0,0,6,2,0,13,7,1,1,11,0,1,3,22,18,1,8,5,0,3,1,0,0,16,1,0,1,0,0,0,0,7,2,0,1,2,2,1,0,1,0
47,1,11,9,7,1,18,8,0,1,4,0,2,5,1,16,4,13,3,0,0,2,5,8,2,10,5,1,0,2,0,10,3,12,2,6,4,6,15,0,12,4,0,10,9,61,8,1,0,4,1,1,0,4,1,11,1,2,10,5,3,10,0,2,1,0,5,0,0,5,9,6,0,2,6,4,0,11,1,44,3,3,1,1,4,1,1,0,1,5,1,0,0,12,0,0,0,0,1,0,0,0,0,1,0,6,1,0,5,8,0,0,1,2,19,2,0,0,0,0,1,0,0,1,0,0,0,0,7,13,0,8,5,1,14,0,0,0,10,1,0,1,1,0,2,9,2,16,4,8,2,1,2,0,4,0,0,1,6,1,3,41,1,1,2,7,1,2,4,11,11,5,7,2,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
48,2,10,6,12,1,6,14,0,1,11,0,3,2,1,5,3,5,5,1,1,2,13,6,0,65,9,3,3,2,0,12,7,18,12,8,4,7,8,0,17,3,2,5,6,5,26,0,0,7,1,4,2,36,0,4,1,1,12,1,12,20,5,0,0,0,16,1,0,3,8,1,3,0,10,6,1,14,0,0,0,4,0,3,1,1,5,1,2,1,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,156,5,1,0,2,4,5,1,2,2,3,0,1,0,0,2,0,1,2,2,36,6,0,1,23,0,6,0,0,0,6,2,0,0,0,2,4,5,1,7,6,4,7,1,0,2,1,0,0,0,2,1,11,4,2,2,2,0,0,1,0,3,1,1,6,3,0,0,2,1,0,5,0,1,0,0,0,0,0,4,3,0,0,1,1,1,0,0,0
49,2,2,3,0,3,3,1,0,2,0,0,1,2,0,6,4,0,0,2,7,0,0,2,1,2,5,20,11,0,3,0,1,0,1,0,0,0,0,9,0,10,2,3,0,2,0,44,0,0,20,0,2,0,0,0,1,0,0,2,0,2,0,5,3,0,5,0,3,0,1,0,9,6,3,1,0,1,12,1,19,4,0,2,2,8,2,1,0,3,6,1,0,0,10,0,0,0,0,0,0,1,1,23,6,0,2,2,1,2,0,0,0,0,2,3,0,3,6,0,0,0,0,0,0,0,1,0,1,0,0,6,1,4,0,0,7,17,2,0,1,7,0,10,12,3,1,3,0,1,0,0,9,2,7,0,0,2,5,8,2,1,0,1,10,0,0,1,0,5,3,0,0,0,0,18,3,4,0,1,1,11,2,3,0,0,1,1,0,1,0,3,0,7,0,4,0
50,34,10,3,1,7,0,1,0,33,4,0,16,2,27,1,3,0,1,4,0,3,4,3,10,2,4,0,0,11,2,0,16,2,6,1,0,4,3,0,1,1,21,12,0,0,2,0,69,1,1,0,2,3,8,0,9,18,2,0,3,2,14,9,10,0,0,2,5,0,0,0,1,0,2,4,4,0,0,0,6,2,8,4,0,2,0,13,7,2,0,1,0,0,2,0,0,1,0,0,21,1,1,0,2,0,4,3,1,1,1,0,9,13,1,0,12,0,4,0,5,19,2,2,0,0,0,2,9,3,2,13,1,3,1,1,0,0,2,5,5,6,2,0,0,5,1,0,0,0,0,5,0,25,0,0,1,30,6,0,12,0,1,25,0,0,0,2,0,0,1,4,0,0,1,0,3,4,2,0,3,2,0,0,0,7,9,0,1,4,1,0,0,0,0,0,0
51,13,14,7,4,1,9,3,0,4,2,0,6,5,1,9,1,6,1,0,0,13,9,10,1,2,11,0,2,8,2,3,10,6,6,8,2,11,7,0,3,11,3,10,3,5,5,0,1,20,2,4,2,6,0,0,1,0,5,7,1,3,0,1,3,0,10,2,0,11,3,2,1,1,9,3,0,2,1,2,1,12,21,3,1,1,2,1,5,4,0,1,1,6,4,0,0,0,2,1,0,2,0,1,0,0,1,1,4,6,3,0,4,8,4,0,2,0,1,2,2,1,0,1,0,4,0,3,22,4,0,2,2,2,2,1,0,0,12,1,0,3,0,4,4,11,4,2,2,0,0,6,0,0,0,0,1,0,0,2,5,1,2,2,0,7,0,3,2,1,6,3,4,0,0,0,1,1,0,6,0,0,2,2,0,3,0,9,6,2,2,1,0,0,1,0,0
52,6,1,1,1,7,2,0,0,17,0,0,15,11,9,1,19,2,5,3,0,1,3,1,7,1,1,9,26,20,5,0,15,0,0,1,2,1,7,0,0,5,2,5,4,0,2,4,1,1,28,0,7,14,5,0,0,23,0,2,0,0,4,12,7,0,3,1,4,2,1,3,11,6,14,2,0,2,3,2,29,2,9,23,4,3,5,5,3,7,2,6,0,3,9,0,0,1,1,2,1,3,0,2,0,1,3,6,0,3,1,0,0,18,0,1,1,4,5,3,6,3,1,0,0,0,1,0,5,3,0,10,1,6,0,3,3,1,12,5,7,4,0,2,1,2,2,0,1,1,2,6,0,1,8,1,2,4,5,18,21,0,6,0,4,2,0,8,1,2,0,0,0,0,0,1,2,16,0,1,0,1,1,0,0,1,2,1,0,1,3,1,0,0,0,0,0
53,15,10,3,1,2,2,2,0,5,0,0,3,1,0,14,1,1,4,0,0,9,6,2,1,4,6,0,0,3,1,28,5,20,5,2,2,3,28,0,3,0,1,2,0,1,7,0,6,4,0,15,0,6,0,3,2,1,4,7,4,4,4,1,0,0,7,1,1,2,2,0,0,3,4,0,2,1,1,3,1,2,2,0,0,1,0,1,1,0,0,0,1,3,1,0,0,0,1,0,6,1,0,0,0,0,0,0,9,1,1,0,4,2,1,0,0,0,0,0,1,3,0,0,0,0,0,4,22,19,0,1,1,1,2,0,0,0,3,0,0,2,0,0,0,4,0,0,1,1,0,1,0,2,0,0,0,1,0,0,2,2,4,1,0,0,0,1,1,1,0,9,1,2,2,0,0,1,0,1,0,0,0,0,1,4,0,3,0,0,0,1,0,1,0,1,0
54,10,6,0,0,28,3,1,0,25,0,0,1,9,30,2,14,7,1,7,2,2,4,1,18,1,1,6,29,5,19,0,30,2,2,2,0,0,1,1,3,37,4,4,0,1,0,0,4,1,9,0,82,0,14,0,4,20,1,5,0,2,4,53,8,0,8,1,13,0,1,1,23,1,5,8,5,1,11,1,37,0,13,8,4,9,3,5,4,2,0,5,3,0,33,0,0,8,13,7,0,22,1,3,0,0,14,16,1,2,11,0,6,19,0,11,10,6,48,36,37,1,8,1,0,1,23,0,0,1,9,17,9,17,2,1,1,2,6,20,13,35,6,7,4,2,3,1,2,0,1,6,2,3,4,21,9,11,46,2,21,0,21,7,29,4,0,15,11,0,0,5,1,0,4,7,5,36,5,1,1,1,0,6,2,0,14,3,1,8,30,4,0,2,0,8,0
55,11,26,14,23,6,5,3,0,2,10,0,3,0,5,6,2,4,9,0,0,9,10,3,0,98,9,2,4,1,1,8,3,12,11,7,3,5,18,0,9,1,1,5,3,5,12,0,1,6,7,4,1,78,0,2,1,3,8,19,8,13,3,1,2,0,7,0,0,1,6,3,1,1,4,1,0,15,0,1,2,5,1,2,0,0,0,7,10,3,1,0,1,10,0,0,0,0,0,1,0,1,0,0,0,1,0,1,81,4,1,0,2,0,0,2,1,1,4,0,2,3,1,10,0,5,1,14,92,11,0,0,7,0,8,0,0,0,4,1,0,0,0,2,4,6,0,27,13,8,4,1,0,3,0,0,0,3,0,0,2,10,1,1,1,1,0,1,0,3,0,13,2,1,1,0,0,0,1,2,0,0,0,1,0,3,0,1,2,3,0,0,0,0,0,0,0
56,9,3,0,0,22,0,0,0,21,0,0,6,4,49,1,10,1,1,22,0,2,1,2,31,3,0,3,11,9,18,0,7,1,2,2,1,4,0,2,0,11,12,1,4,0,0,2,7,0,2,0,10,0,66,1,14,21,1,5,2,0,3,41,21,0,5,3,15,0,0,0,4,6,25,1,0,2,1,3,10,1,2,7,0,5,1,2,5,1,0,0,7,3,14,0,0,30,17,18,6,7,0,0,0,1,14,16,1,0,12,0,2,6,0,5,0,2,26,26,34,21,13,0,1,0,11,0,1,2,12,3,0,31,0,0,0,0,3,7,10,3,1,0,0,0,0,3,0,3,0,4,0,3,4,6,21,15,6,0,4,0,6,7,4,1,0,4,1,1,0,2,0,3,5,2,0,7,11,2,0,0,2,1,0,0,11,0,0,17,5,0,0,1,0,3,0
57,5,9,14,7,0,17,1,0,0,2,0,3,13,3,16,3,18,4,0,0,2,1,7,1,11,2,1,1,2,0,15,0,4,0,1,4,2,8,1,8,1,0,3,3,7,2,0,1,2,0,3,0,4,0,28,0,2,10,20,2,3,2,0,2,0,2,0,0,1,17,7,0,13,7,0,0,16,0,7,2,1,2,0,1,1,1,1,0,0,1,3,0,7,1,0,0,0,0,0,0,0,0,2,0,2,0,0,4,9,0,0,1,0,8,0,0,0,0,1,1,0,0,5,0,5,0,0,21,8,0,1,3,0,5,1,0,0,4,0,0,1,0,1,0,3,4,10,6,3,1,1,0,0,3,0,0,0,1,6,5,28,0,0,1,11,0,0,1,4,4,2,9,3,0,0,0,0,0,8,0,0,1,1,0,0,3,3,1,0,0,0,2,0,0,0,0
58,32,14,1,0,34,2,0,0,15,0,0,11,3,74,0,6,3,1,105,2,2,4,4,22,1,9,2,4,5,21,0,7,3,0,0,1,2,1,0,0,3,15,1,2,1,0,0,6,1,12,0,5,6,19,0,121,9,0,0,0,1,4,16,7,0,0,2,15,1,2,0,4,3,4,2,1,1,2,1,2,3,3,7,1,2,3,3,4,0,0,0,12,2,14,0,0,6,4,25,12,5,0,4,0,0,6,6,1,1,24,0,4,3,0,1,13,3,9,18,16,18,20,1,0,0,2,1,2,0,15,13,0,4,0,0,0,0,6,9,8,0,17,2,0,1,0,2,0,0,1,6,1,15,0,4,21,19,7,0,6,1,4,4,3,2,0,7,3,1,0,3,3,2,4,0,2,3,14,0,0,2,1,2,2,1,2,0,3,0,6,0,0,0,0,0,0
59,47,2,2,1,22,3,1,0,89,0,0,20,9,29,1,33,2,4,10,0,6,2,5,29,2,9,10,13,26,8,1,38,2,0,4,0,6,1,2,2,17,20,5,8,1,0,0,19,1,16,4,22,0,21,1,6,94,1,3,6,2,26,22,84,0,3,2,16,8,0,3,9,2,13,1,1,1,3,3,25,2,7,30,0,5,14,48,38,11,1,3,2,1,17,0,0,9,5,3,35,5,0,2,0,0,13,26,1,0,16,0,1,28,1,3,19,2,14,22,28,13,10,2,0,0,12,0,10,1,7,15,8,13,0,1,0,1,3,13,49,8,4,6,0,3,1,2,0,1,0,19,3,28,1,3,18,17,22,2,21,1,18,14,8,1,1,21,5,2,0,10,0,0,6,1,2,20,5,3,0,1,0,3,1,3,9,0,0,16,8,0,0,3,0,2,0
60,10,18,11,23,0,8,5,0,3,8,0,13,3,0,29,0,7,13,2,0,11,15,11,1,36,15,1,3,1,0,17,11,16,21,18,5,14,25,0,9,3,0,27,18,9,13,0,5,10,8,10,0,14,0,7,1,1,87,27,16,14,2,0,1,0,10,1,2,8,10,5,0,8,3,1,5,15,0,13,0,9,6,0,2,0,1,1,1,6,0,2,0,11,1,0,0,0,0,0,0,1,0,0,0,3,0,5,44,7,0,0,0,11,5,0,1,1,0,2,1,1,1,0,0,5,1,9,73,15,0,5,12,2,9,0,0,1,2,1,0,4,0,6,2,5,2,17,8,4,1,1,0,1,1,1,0,1,7,2,5,16,5,1,3,3,0,0,1,4,1,6,5,2,0,0,5,0,0,1,0,0,0,0,0,4,2,13,1,2,1,0,1,0,0,1,0
61,0,12,17,16,2,17,3,0,1,55,0,6,7,1,5,2,10,4,1,0,3,10,3,2,27,14,1,4,4,0,6,7,20,5,8,5,10,21,1,19,7,1,6,5,4,7,1,2,5,1,8,0,23,0,37,0,2,34,30,7,11,1,0,1,0,3,0,1,5,1,11,3,3,7,3,1,62,0,48,0,5,3,2,4,3,10,0,3,1,1,3,0,9,1,0,0,1,1,0,0,0,0,2,0,9,0,2,43,4,1,0,1,3,2,0,1,1,8,1,0,1,1,6,0,2,1,3,48,3,0,2,5,0,64,2,0,0,7,1,0,3,0,0,12,6,2,72,23,13,11,2,1,0,2,0,3,0,0,4,5,114,2,1,6,3,0,4,5,8,4,9,7,4,0,2,0,1,0,8,2,1,0,0,0,0,2,2,4,1,0,1,3,0,0,0,0
62,6,11,2,6,0,5,1,0,2,1,0,3,3,0,20,1,4,5,2,0,6,9,3,5,4,14,1,1,4,1,11,20,8,2,52,12,8,12,0,9,14,3,9,2,2,9,0,0,2,0,2,8,5,1,8,0,5,3,8,41,1,7,2,3,0,7,1,1,5,4,3,0,1,10,1,3,3,1,3,0,7,5,0,0,2,0,2,2,2,1,0,0,14,0,0,0,0,0,0,1,2,1,0,0,0,1,1,12,8,0,0,1,3,7,1,10,1,1,0,0,0,1,1,0,1,0,2,20,17,0,4,8,0,0,1,0,1,2,2,0,2,0,0,0,3,3,8,3,4,0,3,2,1,1,0,0,1,2,0,1,0,6,2,0,3,0,4,1,9,0,11,2,0,0,0,1,0,0,1,0,1,0,0,0,10,0,1,6,1,0,0,0,0,0,0,0
63,4,16,4,9,3,1,4,0,5,5,0,11,3,3,22,3,9,14,2,0,7,8,6,4,23,16,2,1,0,1,36,13,20,8,20,18,26,25,1,5,10,2,7,2,35,40,0,0,8,0,11,1,8,0,6,2,3,32,32,7,34,7,1,1,0,12,0,1,1,2,3,1,6,3,2,2,9,1,6,2,12,7,10,0,0,1,1,2,2,0,4,0,4,1,0,0,1,0,0,0,2,0,1,2,0,0,1,20,6,0,0,2,5,6,0,0,1,3,1,2,0,1,2,0,0,0,9,72,56,0,3,8,0,7,2,1,0,3,0,1,2,0,3,1,4,2,7,2,0,0,4,2,1,1,1,0,5,2,1,4,3,4,2,1,3,0,0,1,4,1,14,4,1,0,0,0,0,0,3,1,0,0,0,0,0,0,7,2,0,0,5,0,0,0,0,0
64,16,12,1,9,4,9,3,0,42,4,0,51,8,15,3,3,5,23,2,0,44,16,8,9,7,50,6,2,42,0,3,17,15,12,0,0,24,1,0,3,17,8,14,2,2,3,1,10,5,0,4,4,8,5,2,5,18,5,1,4,3,58,1,8,0,14,4,2,0,1,2,2,11,11,4,7,3,0,1,1,13,17,13,4,1,8,7,25,1,1,10,0,2,5,0,0,1,2,0,7,6,0,0,1,1,0,1,11,2,5,0,14,39,1,0,25,2,6,3,14,16,5,0,0,1,9,2,24,1,0,5,14,0,1,0,0,0,18,2,2,8,0,1,4,10,2,3,1,0,4,6,1,14,2,1,3,7,3,1,6,0,2,23,3,20,2,4,5,0,2,7,2,1,0,0,1,8,1,1,0,0,0,2,1,11,5,2,10,18,1,0,3,0,0,4,0
